2035273.157	6693942.915
2031622.623	6687544.948
2026551.545	6531340.089
1984322.996	6583216.58
1968521.242	6673340.631
1970036.816	6616903.554
1927321.358	6484198.28
1953509.382	6572469.552
1939251.205	6468553.459
2011461.428	6665218.141
1981028.1	6773110.055
1999113.21	6702686.991
1986239.236	6589934.754
1919859.648	6569602.019
1934714.084	6500060.301
1949849.177	6634391.229
1953956.666	6540657.288
1928820.992	6540657.288
1904206.805	6510535.087
1893210.884	6419872.531
1927015.949	6453161.048
1933017.509	6327803.515
1864754.114	6368648.517
1862433.384	6183487.461
1780703.425	6135098.159
1764434.022	6023785.132
1776435.809	6085995.295
1851096.303	6265835.4
1834643.16	6391903.474
1864699.492	6500449.708
1883866.052	6641135.458
1877996.16	6592930.181
1875009.876	6588366.51
1870138.301	6454069.992
1877393.232	6243033.737
1749535.29	6021938.722
1729803.648	5942617.783
1757639.578	5795463.329
1798629.677	5866836.724
1830581.94	5883400.148
1822176.014	5867741.076
1767596.84	5867741.076
1767596.84	5867741.076
1685894.496	6010959.823
1770868.948	5843525.794
1629707.56	5880512.21
1659304.66	6128185.414
1730487.63	6386427.066
1712878.913	6282916.954
1744116.423	6196826.347
1621471.157	6293257.936
1672805.957	6330592.881
1701302.836	6493802.542
1778755.69	6550263.443
1760265.563	6424201.837
1772466.196	6423441.953
1770576.197	6417948.465
1870548.582	6406678.59
1904455.2	6345243.571
1907962.064	6277327.998
1881835.24	6375131.352
1830906.672	6371089.903
1802386.801	6431950.205
1849681.601	6465266.385
1819207.488	6513934.712
1822473	6486409.584
1822473	6162893.428
1819423.3	6302691.382
1869263.184	6286242.446
1819423.3	6389733.363
1793269.157	6382932.257
1772333.064	6524738.554
1787328.348	6610982.492
1759469.603	6808083.21
1786606.49	6808083.21
1906663.872	6888477.22
1947196.976	6875099.216
1900400.103	6736813.687
1838220.756	6833948.864
1855861.29	6860419.174
1833234.761	6883248.382
1770522.972	6953283.59
1828093.285	6692724.542
1791849.96	6535186.199
1717410.25	6505707.847
1756128.536	6649961.686
1756128.536	6713748.783
1777555.563	6956300.801
1885678.24	7040196.594
1907022.903	7259962.746
2005764.063	7312287.238
1962857.04	7496885.104
2017337.309	7604547.607
1985647.357	7652537.054
1932628.236	7716175.065
2005565.792	7815385.547
1992699.257	8043346.558
2094272.066	8136287.555
2094272.066	8166359.987
2156081.09	8166359.987
2156081.09	8166359.987
2185932.68	8144660.108
2179668.377	8276883.176
2242985.476	8236551.256
2239362.603	8236551.256
2239362.603	8236551.256
2203621.492	7974057.067
2131950.414	7791599.187
2111209	7760748.056
2116966.8	7707193.423
2090626.81	7851182.595
2154877.203	8034669.48
2215364.328	8005560.966
2209949.828	7998212.1
2183449.523	8108167.178
2298134.722	8231616.608
2264001.716	8376054.364
2272073.876	8174946.125
2205254.7	8138817.024
2139754.584	8216878.288
2168020.656	8241824.36
2193775.7	8253537.576
2160076.878	8268373.786
2158019.76	8286650.773
2039840.933	8421666.554
1980268.128	8311433.362
2075616.49	8286520.5
2007237.233	8218353.958
2007237.233	8286569.352
2072736.09	8271468.712
2054262.893	8465271.063
2127922.388	8463230.308
2105836.323	8458590.151
2162605.536	8572507.774
2193509.103	8434352.883
2071239.072	8360508.435
2113243.69	8548157.342
2174946.553	8758857.732
2177454.384	8843459.979
2311220.873	8550890.642
2256514.709	8574781.144
2279043.123	8628377.258
2275391.234	8853139.671
2400578.384	8858135.132
2344022.24	8903250.525
2374619.36	8886838.951
2357084.678	8932555.619
2293407.36	9104246.157
2297892.174	9206537.887
2309153.768	9136465.925
2269030.069	9315278.957
2251890.397	9315278.957
2371846.406	9301648.714
2375420.738	9339141.849
2367074.561	9297396.43
2398502.664	9353214.729
2439219.24	9269164.57
2416190.448	9230411.56
2441312.501	9158292.662
2449694.523	9160210.108
2410504.656	9224551.919
2426086.608	9176525.065
2380355.266	9244905.4
2370337.368	9365238.024
2392064.357	9384359.657
2393332.762	9164293.908
2330965.563	9111762.143
2345124.704	9141271.302
2326906.176	9141946.893
2301926.184	8995894.919
2303504.353	8957764.595
2327913.063	8951349.01
2306601.563	8848911.253
2337932.741	8726358.873
2309731.248	8501720.966
2180495.223	8689129.894
2202998.063	8663931.578
2202107.603	8579850.725
2165488.834	8582294.931
2165282.82	8653448.972
2107432.89	8581785.348
2112807.603	8619452.352
2186110.103	8570180.884
2167637.844	8632016.655
2218371.936	8613441.339
2172646.52	8510951.915
2172646.52	8482961.049
2124714.37	8436192.988
2142593.338	8340201.874
2051655.17	8409371.168
2151472.904	8341304.635
2188535.597	8211175.501
2138906.25	8360443.009
2143500.965	8133641.513
2094156.294	8111542.114
2089614.803	7929655.32
2090742.484	7582957.595
1991683.013	7832628.69
1978804.89	8017841.937
2035016.372	8264880.997
2110976.526	8283105.283
2113069.25	8445404.742
2111470.548	8654572.251
2242476.3	8474231.078
2180672.424	8554228.26
2154055.229	8303570.467
2053660.964	8497136.226
2167372.84	8562333.067
2148598.956	8646099.538
2117810.773	8875948.445
2172410.688	8941493.127
2128535.103	9014287.722
2198280.676	9356194.956
2304597.248	9352665.451
2283241.882	9336756.347
2376438.065	9273126.16
2353462.81	9332383.718
2412057.486	9220351.651
2390641.669	9055235.905
2400547.397	9068846.296
2401012.23	8990309.503
2410256.25	9004333.585
2395375.29	8982623.381
2306631.938	8945130.289
2280462.414	8975448.961
2346564.423	8983089.627
2342246.594	8919098.607
2326845.16	8974834.629
2325228.517	8989902.434
2325228.517	8962285.661
2308667.525	8938025.824
2260061.223	8964593.199
2267162.604	8776633.837
2269060.196	8833735.143
2228720.552	9039875.308
2243225.108	9120340.385
2257686.554	9181216.695
2317062.396	9247433.96
2288684.866	9344890.778
2352235.69	9288554.277
2344114.103	9258666.147
2349813.068	8872396.988
2319437.621	8793421.453
2297255.549	8797200.353
2229049	8936123.322
2277443.174	8843190.824
2273068.829	8750635.318
2222246.118	8966024.445
2302442.064	9220111.174
2343807.903	9297137.702
2369075.072	9229659.669
2360340.596	9229659.669
2342797.584	9255129.273
2341603.853	9157573.672
2304657.972	9283714.646
2297437.433	9263985.637
2297437.433	9267606.002
2272586.4	9388475.782
2317336.398	9299151.565
2322941.774	9200304.053
2325930.01	9200797.363
2318767.563	9161023.371
2288412.563	9140249.412
2292619.94	8935692.116
2253571.416	8882168.365
2259459.923	8984289.206
2267584.223	8931181.99
2224482.761	9037188.226
2287898.256	8956291.685
2273219.598	8917823.147
2278529.87	8830856.139
2266891.584	8846521.908
2257175.712	8831217.564
2237776.646	8765438.443
2209087.69	8785010.969
2197420.817	8797485.586
2232245.165	8742257.87
2232783.063	8714911.705
2236280.976	8665746.599
2191613.768	8665746.599
2193153.665	8826885.143
2203294.923	8748342.937
2163046.733	8738892.127
2168256.25	8793006.285
2165253.39	8723714.624
2156404.141	8697402.611
2110773.123	8670701.409
2096124.84	8686541.309
2070346.877	8600293.337
2097833.592	8738160.53
2086898.052	8755861.23
2084442.938	8755861.23
2084442.938	8755861.23
2071785.997	8769571.488
2067182.573	8716519.117
2029342.703	8561306.825
2018843.14	8434311.811
2023591.601	8456562.539
2008540.873	8445528.038
2040926.532	8517215.972
2066406.25	8426120.051
2062411.932	8258259.329
2057905.012	8307018.433
2059339.802	8211418.65
1990751.684	8167321.862
1965772.244	8202493.397
1923630.303	8151074.579
1938443.598	8218297.199
1924240.609	8215066.314
1898746.203	8428472.465
1978523.56	8356415.713
1967988.123	8323077.6
1965295.572	8280036.666
1937580.481	8252046.563
1947169.068	8134008.545
1888205.774	8141948.14
1924240.609	8399617.562
1968886.049	8196528.38
1979142.512	8149193.17
1957312.922	8402650.864
2100673.397	8448573.728
2105952.416	8488473.128
2121042.704	8363125.686
2124685.217	8387715.096
2130665.702	8448027.026
2118596.692	8570706.684
2118596.692	8735744.386
2122295.376	8789228.286
2117898.09	8741668.295
2085886.948	8756451.282
2054549.557	8734406.872
2068016.564	8773391.338
2097601.856	8759146.528
2102558	8868816.761
2096704	8605358.008
2093780.06	8605358.008
2097833.592	8588009.102
2090742.484	8587213.397
2068534.298	8623633.899
2041526.592	8520328.225
2018161.184	8554641.889
2022595.952	8490731.207
2027491.21	8551432.392
2073974.417	8562320.653
2039155.44	8533109.276
2024786.703	8491703.757
2046330.25	8368602.789
2034531.377	8390000.698
2046673.584	8296012.718
2050337.61	8270805.756
2046988.333	8346112.707
2046988.333	8208711.796
2027263.392	8199828.512
2001800.523	8258364.995
1994054.652	8212002.222
1996116.866	8114760.637
1987282.284	8141681.81
2011688.356	8116259.341
2006755.56	8199204.878
2011574.89	8223410.35
2011574.89	8223410.35
2011574.89	8223410.35
2029855.573	8190278.172
2035872.386	8128794.242
2007605.61	8076984.32
1990243.778	8076984.32
1990243.778	8076984.32
2011574.89	8115151.415
2026437.661	8019868.321
